,formula,thickness,density,transmission,mu_per_cm,height_mm,height
65,Ni8849Co187Cr3795Al229Mo369Ti244Nb469Fe2916,2.8608999966502555,8.2,30.16760775674391,1.5978685707743534,4.2232,4.2232
66,Ni8888Co175Cr3784Al238Mo372Ti239Nb462Fe2939,2.860899917996576,8.2,30.195090537795764,1.5966544530613802,4.2882,4.2882
67,Ni8986Co280Cr3804Al246Mo398Ti251Nb377Fe2864,2.860900105626655,8.2,29.480285985490685,1.6285978902848635,4.3531,4.3531
68,Ni8882Co359Cr3765Al269Mo449Ti290Nb426Fe2660,2.8609045709587018,8.2,29.327219329632744,1.6355388184630526,4.4181,4.4181
69,Ni8879Co350Cr3715Al259Mo446Ti284Nb471Fe2639,2.860898966309767,8.2,29.411534564041137,1.631711008633775,4.4831,4.4831
70,Ni8799Co303Cr3704Al271Mo428Ti280Nb509Fe2704,2.86064950371412,8.2,29.753939522324558,1.6162781891264746,4.548,4.548
71,Ni8835Co290Cr3825Al252Mo409Ti285Nb479Fe2750,2.8606985549626587,8.2,29.791761172708455,1.6145844018883835,4.613,4.613
72,Ni8833Co332Cr3822Al253Mo423Ti287Nb436Fe2716,2.881723324943048,8.2,29.50585636753204,1.6274418952156007,4.678,4.678
73,Ni8900Co404Cr3868Al265Mo444Ti280Nb366Fe2651,2.949874499673593,8.2,29.035800801797272,1.6488541426349723,4.7429,4.7429
74,Ni8869Co394Cr3721Al271Mo442Ti281Nb382Fe2637,2.9920269086701565,8.2,28.99381883357745,1.6507833631862674,4.8079,4.8079
75,Ni8840Co365Cr3937Al258Mo438Ti282Nb427Fe2677,2.9893976798392687,8.2,29.456078735470008,1.629693184686843,4.8729,4.8729
76,Ni8847Co357Cr3955Al262Mo407Ti302Nb386Fe2680,2.9847533930046066,8.2,29.343569607065934,1.634795676232639,4.9379,4.9379
77,Ni8836Co375Cr3912Al264Mo449Ti290Nb421Fe2660,3.0366318449522263,8.2,29.399703072224924,1.6322474817048571,5.0028,5.0028
78,Ni8840Co422Cr3881Al265Mo452Ti304Nb416Fe2580,2.9970958144139535,8.2,29.11931534627573,1.6450246325284217,5.0678,5.0678
79,Ni8852Co419Cr3926Al276Mo468Ti304Nb429Fe2555,3.0431960481777716,8.2,29.239203261887926,1.6395463996042672,5.1328,5.1328
80,Ni8809Co409Cr3920Al273Mo460Ti319Nb466Fe2559,3.080356426300816,8.2,29.377654803389895,1.633247788429127,5.1978,5.1978
81,Ni8842Co395Cr3917Al271Mo451Ti291Nb441Fe2594,3.027775308008616,8.2,29.3441771915736,1.6347680686749764,5.2627,5.2627
82,Ni8916Co399Cr4016Al267Mo444Ti287Nb388Fe2625,3.032156230230318,8.2,29.23861611362869,1.639573174349086,5.3277,5.3277
83,Ni8864Co429Cr3989Al275Mo466Ti300Nb412Fe2548,3.0310598909294613,8.2,29.195334148837215,1.641548371873238,5.3927,5.3927
84,Ni8867Co448Cr3849Al283Mo483Ti314Nb428Fe2518,3.0352310818642434,8.2,29.050746800707362,1.6481679941269585,5.4576,5.4576
85,Ni8843Co428Cr3803Al269Mo464Ti302Nb413Fe2567,2.9842407241548417,8.2,29.034784811994257,1.6489007980305228,5.5226,5.5226
86,Ni8873Co440Cr3785Al277Mo471Ti306Nb394Fe2557,2.990069199752874,8.2,28.91935832350067,1.654211969237007,5.5876,5.5876
87,Ni8889Co453Cr3914Al282Mo468Ti294Nb361Fe2563,3.003468960937026,8.2,28.88891612250501,1.6556162528095077,5.6526,5.6526
88,Ni8803Co425Cr3804Al278Mo475Ti329Nb439Fe2531,3.034804142328273,8.2,29.16304962575443,1.6430236024188478,5.7175,5.7175
89,Ni8851Co427Cr3813Al277Mo472Ti319Nb423Fe2551,2.9847619737669553,8.2,29.09299610702391,1.646230299182691,5.7825,5.7825
90,Ni8870Co435Cr3558Al273Mo471Ti317Nb425Fe2524,2.989110439474435,8.2,28.79053428721514,1.6601646979373499,5.8475,5.8475
91,Ni8839Co464Cr3668Al284Mo480Ti327Nb408Fe2488,2.989079473745641,8.2,28.756088796406367,1.661760875926686,5.9124,5.9124
92,Ni8910Co448Cr3614Al276Mo446Ti292Nb355Fe2569,2.988999488057428,8.2,28.541960502623827,1.6717265108591521,5.9774,5.9774
93,Ni8665Co421Cr3504Al274Mo503Ti399Nb624Fe2383,2.9889965145947235,8.2,29.45973175483525,1.6295278405304037,6.0424,6.0424
94,Ni8758Co437Cr3535Al285Mo493Ti346Nb495Fe2464,2.9889984698441654,8.2,29.04094692315643,1.6486178520218686,6.1074,6.1074
95,Ni8877Co450Cr3866Al280Mo444Ti306Nb387Fe2540,2.98910928763965,8.2,28.863511719334937,1.6567892784643814,6.1723,6.1723
96,Ni8937Co441Cr3959Al277Mo447Ti279Nb333Fe2593,2.9891981845992546,8.2,28.847175621689765,1.6575441287395118,6.2373,6.2373
97,Ni8822Co399Cr3997Al269Mo456Ti305Nb452Fe2560,2.983200221815574,8.2,29.441307643445892,1.630361967836292,6.3023,6.3023
98,Ni8834Co422Cr3951Al281Mo459Ti329Nb465Fe2514,3.0305533272564897,8.2,29.32098038274325,1.635822496254522,6.3673,6.3673
99,Ni8849Co429Cr3976Al274Mo457Ti304Nb416Fe2559,2.9837742865356343,8.2,29.183336472645543,1.642096411136339,6.4322,6.4322
100,Ni8932Co442Cr3963Al273Mo453Ti292Nb382Fe2571,2.9843548905640374,8.2,28.974238190363778,1.6516841187616027,6.4972,6.4972
101,Ni8901Co455Cr3840Al286Mo470Ti299Nb385Fe2523,2.917601817072302,8.2,28.85683406670131,1.657097784477757,6.5622,6.5622
102,Ni8716Co436Cr3645Al275Mo499Ti378Nb606Fe2371,2.857922664091324,8.2,29.430782792836286,1.6308387008414102,6.6271,6.6271
103,Ni8935Co443Cr3876Al279Mo454Ti268Nb316Fe2610,2.8614458461419705,8.2,28.739414210552628,1.662534250559445,6.6921,6.6921
104,Ni8752Co435Cr3869Al278Mo489Ti347Nb493Fe2493,2.8609541975675676,8.2,29.36167194458622,1.6339733833622205,6.7571,6.7571
105,Ni8800Co438Cr3877Al285Mo501Ti343Nb486Fe2466,2.8609533892166406,8.2,29.335563803788805,1.6351594990710234,6.822,6.822
106,Ni8847Co456Cr3820Al284Mo475Ti299Nb393Fe2525,2.861471273377187,8.2,28.8920788545784,1.6554702886874384,6.887,6.887
107,Ni8864Co456Cr3865Al284Mo469Ti310Nb397Fe2543,2.858019695643775,8.2,28.929913337556286,1.6537254167938655,6.952,6.952
108,Ni8787Co444Cr3769Al272Mo486Ti326Nb477Fe2471,2.9181105692694973,8.2,29.142750060438317,1.6439520208035512,7.017,7.017
109,Ni8917Co449Cr3855Al293Mo471Ti319Nb390Fe2518,2.985025521800269,8.2,28.91370456116386,1.6544726626684259,7.0819,7.0819
110,Ni8874Co432Cr3896Al278Mo452Ti327Nb393Fe2551,2.988052528508448,8.2,29.01861325469115,1.6496436340291012,7.1469,7.1469
111,Ni8874Co425Cr3775Al271Mo468Ti322Nb446Fe2531,2.9889392773694627,8.2,29.089822140722326,1.6463757701378776,7.2119,7.2119
112,Ni8822Co424Cr3818Al276Mo477Ti332Nb483Fe2516,2.9865026739201763,8.2,29.276183920689952,1.637861114621703,7.2769,7.2769
113,Ni8864Co432Cr3992Al275Mo450Ti286Nb361Fe2574,3.028030613060249,8.2,29.028310813997173,1.6491981296581997,7.3418,7.3418
114,Ni8721Co430Cr3861Al514Mo453Ti341Nb450Fe2487,3.0590871549332324,8.2,29.38255902350232,1.6330252242232055,7.4068,7.4068
115,Ni8835Co439Cr3966Al275Mo473Ti295Nb388Fe2551,3.0312275915854565,8.2,29.10093751899315,1.6458663935760998,7.4718,7.4718
116,Ni8806Co482Cr3827Al286Mo501Ti361Nb469Fe2397,3.0983684079338247,8.21,28.977295087787507,1.6515434542095242,7.5367,7.5367
117,Ni8856Co640Cr3916Al317Mo538Ti362Nb338Fe2246,3.116041390257884,8.21,28.06022362295653,1.6944228558517038,7.6017,7.6017
118,Ni8886Co662Cr3891Al319Mo542Ti345Nb304Fe2232,3.094454187767628,8.21,27.843675197850647,1.7047524637567515,7.6667,7.6667
119,Ni8836Co668Cr3995Al359Mo555Ti383Nb333Fe2203,3.116677117691869,8.21,28.071725531745063,1.6938764334013776,7.7317,7.7317
120,Ni8816Co710Cr3986Al324Mo586Ti414Nb347Fe2090,3.1131805352049327,8.21,27.936123191448182,1.7003327954220815,7.7966,7.7966
121,Ni8954Co712Cr4104Al335Mo532Ti339Nb271Fe2197,3.163240744902165,8.21,27.69541231623159,1.7118712091520185,7.8616,7.8616
122,Ni8870Co726Cr4028Al320Mo563Ti375Nb307Fe2123,3.1308177252087575,8.21,27.729890527871646,1.7102123655400148,7.9266,7.9266
123,Ni8824Co708Cr3993Al331Mo577Ti389Nb340Fe2121,3.117879872069586,8.21,27.919236639455747,1.7011389992818622,7.9915,7.9915
124,Ni8803Co712Cr3927Al327Mo573Ti402Nb360Fe2105,3.1169010037867624,8.21,27.88120781803055,1.7029563720134515,8.0565,8.0565
125,Ni8949Co738Cr4064Al326Mo545Ti346Nb275Fe2164,3.117082367221479,8.21,27.570413968485152,1.717902594514811,8.1215,8.1215
126,Ni8731Co724Cr3789Al331Mo615Ti442Nb459Fe1989,3.117103290325698,8.21,28.03914371262372,1.6954248831389325,8.1865,8.1865
127,Ni8886Co751Cr3868Al330Mo559Ti372Nb292Fe2107,3.1171003700241746,8.21,27.41440561170997,1.7254687446682275,8.2514,8.2514
128,Ni8879Co747Cr3814Al338Mo576Ti402Nb346Fe2071,3.1170999833324844,8.21,27.55443453475104,1.7186756002579833,8.3164,8.3164
129,Ni8870Co753Cr3892Al339Mo579Ti375Nb282Fe2086,3.117100323694203,8.21,27.459137408449806,1.7232949317310036,8.3814,8.3814
130,Ni8734Co776Cr3642Al340Mo625Ti453Nb382Fe1956,3.1170983068724962,8.21,27.500502430305147,1.721287881719399,8.4464,8.4464
131,Ni8877Co793Cr3996Al351Mo595Ti400Nb297Fe2023,3.117080194003127,8.21,27.452433542617076,1.7236204910864021,8.5113,8.5113
132,Ni8858Co781Cr3965Al349Mo611Ti412Nb329Fe2004,3.1171749057935894,8.21,27.591317259397208,1.7168920730803636,8.5763,8.5763
133,Ni8768Co760Cr3875Al327Mo602Ti420Nb370Fe2005,3.1182618703514757,8.21,27.697964655240277,1.7117483381928276,8.6413,8.6413
134,Ni8842Co788Cr3951Al331Mo586Ti404Nb328Fe2012,3.1140608436172474,8.21,27.480269768014615,1.722269202395452,8.7062,8.7062
135,Ni8785Co793Cr4027Al338Mo600Ti414Nb307Fe1983,3.1473247229938024,8.21,27.536873997568907,1.719525609124824,8.7712,8.7712
136,Ni8919Co825Cr4044Al358Mo607Ti396Nb257Fe1975,3.116461106522177,8.21,27.264027133119807,1.732802720189544,8.8362,8.8362
137,Ni8807Co818Cr3981Al347Mo620Ti412Nb323Fe1972,3.1166936768056988,8.21,27.46340671199941,1.7230876432728508,8.9012,8.9012
138,Ni8776Co815Cr4005Al347Mo628Ti445Nb329Fe1945,3.1171038609075445,8.21,27.5456754901744,1.7190995096184285,8.9661,8.9661
139,Ni8910Co824Cr3974Al347Mo590Ti380Nb257Fe2017,3.1171075038876914,8.21,27.1667498827658,1.7375685216597097,9.0311,9.0311
140,Ni8868Co816Cr3995Al350Mo599Ti380Nb264Fe2009,3.1171000765196717,8.21,27.275365414918145,1.7322483425708741,9.0961,9.0961
141,Ni8822Co810Cr4032Al342Mo602Ti441Nb328Fe1972,3.117099863138738,8.21,27.51505922714326,1.7205822972513312,9.161,9.161
142,Ni8888Co823Cr4042Al350Mo589Ti386Nb276Fe2006,3.11709999525109,8.21,27.289112593811648,1.7315764925719461,9.226,9.226
143,Ni8884Co812Cr3956Al340Mo615Ti398Nb319Fe1989,3.1171000327247778,8.21,27.407990387906683,1.725780793480425,9.291,9.291
144,Ni8821Co842Cr3870Al355Mo642Ti447Nb302Fe1913,3.1171000852841817,8.21,27.243238262365132,1.7338197771078265,9.356,9.356
145,Ni8975Co878Cr3685Al351Mo575Ti328Nb196Fe2002,3.117098417501077,8.21,26.42703064373757,1.774377082175034,9.4209,9.4209
146,Ni8845Co817Cr3795Al353Mo607Ti388Nb275Fe1996,3.117093650801114,8.21,27.12975184744416,1.7393856082058123,9.4859,9.4859
147,Ni8755Co810Cr3752Al349Mo634Ti453Nb360Fe1923,3.1171809382105287,8.21,27.414443013469658,1.7254669255888864,9.5509,9.5509
148,Ni8834Co823Cr3691Al345Mo606Ti400Nb304Fe1986,3.1175330502885745,8.21,27.067844148834734,1.7424316338653763,9.6158,9.6158
149,Ni8873Co818Cr3982Al339Mo593Ti371Nb239Fe2045,3.1130510389570123,8.21,27.18063481795735,1.7368872286250285,9.6808,9.6808
150,Ni8713Co800Cr3850Al340Mo653Ti462Nb421Fe1905,3.166006936386372,8.21,27.752982004395864,1.7091025226015333,9.7458,9.7458
151,Ni8938Co838Cr3877Al348Mo575Ti402Nb246Fe1998,3.125466379235485,8.21,26.940101178674027,1.7487390124114925,9.8108,9.8108
152,Ni8845Co837Cr4056Al357Mo610Ti413Nb297Fe1958,3.120263348056868,8.21,27.35601922712397,1.728311466538632,9.8757,9.8757
153,Ni8787Co822Cr4003Al342Mo621Ti437Nb350Fe1922,3.0838641720306104,8.21,27.528179115962175,1.7199466811084683,9.9407,9.9407
154,Ni8905Co846Cr3952Al348Mo598Ti375Nb248Fe1995,3.015651293202071,8.21,27.042635613976394,1.7436739581763077,10.0057,10.0057
155,Ni8841Co833Cr4007Al356Mo618Ti425Nb304Fe1939,2.987975935465803,8.21,27.35846335676809,1.728192344895741,10.0707,10.0707
156,Ni8769Co808Cr3958Al347Mo635Ti456Nb345Fe1930,2.989336422538245,8.21,27.585872426304082,1.7171552172354907,10.1356,10.1356
157,Ni8888Co826Cr4086Al343Mo615Ti403Nb273Fe1996,2.9873953434761704,8.21,27.36904796342477,1.7276765966473338,10.2006,10.2006
158,Ni8866Co816Cr4083Al343Mo603Ti407Nb305Fe1983,3.0567599057327315,8.21,27.462170809896293,1.723147646992264,10.2656,10.2656
159,Ni8835Co844Cr4188Al348Mo616Ti431Nb310Fe1931,3.034462780361634,8.21,27.491157698832282,1.7217410283257932,10.3305,10.3305
160,Ni8901Co823Cr3832Al354Mo590Ti402Nb266Fe1983,3.048151208124655,8.21,27.05602240704989,1.7430140875455538,10.3955,10.3955
161,Ni8859Co833Cr3609Al354Mo625Ti437Nb306Fe1936,3.1166020657719584,8.21,26.98339828227299,1.7465978500444885,10.4605,10.4605
162,Ni8827Co824Cr3502Al352Mo592Ti428Nb300Fe1957,3.1162311184951985,8.21,26.8367479234068,1.7538640620313697,10.5255,10.5255
163,Ni8782Co826Cr3601Al344Mo649Ti439Nb356Fe1900,3.1170930248358744,8.21,27.194693609680193,1.736197759463547,10.5904,10.5904
164,Ni8899Co829Cr3582Al344Mo597Ti390Nb272Fe1960,3.117097402867813,8.21,26.79373345654864,1.7560028694147798,10.6554,10.6554
165,Ni8775Co823Cr3659Al338Mo624Ti404Nb320Fe1952,3.117071496459051,8.21,27.12464253416597,1.739636736904309,10.7204,10.7204
166,Ni8841Co817Cr3656Al344Mo613Ti455Nb359Fe1913,3.118079497074016,8.21,27.19456941665764,1.7362038485586193,10.7853,10.7853
167,Ni8899Co837Cr3790Al349Mo597Ti370Nb237Fe1996,3.119778655593308,8.22,26.85160516734747,1.7531261120681905,10.8503,10.8503
168,Ni8793Co919Cr3970Al361Mo656Ti458Nb303Fe1799,3.186615643496051,8.22,26.98530990493439,1.7465033941902766,10.9153,10.9153
169,Ni8939Co1022Cr3998Al381Mo668Ti416Nb198Fe1729,3.2487151723238563,8.22,26.28875798220226,1.7813717217822866,10.9803,10.9803
170,Ni8805Co970Cr3936Al370Mo671Ti480Nb280Fe1720,3.2180986310186475,8.22,26.69923110622389,1.760713891354998,11.0452,11.0452
171,Ni8873Co994Cr4172Al378Mo638Ti417Nb214Fe1764,3.1504282708190576,8.22,26.574858107679276,1.766939468120346,11.1102,11.1102
172,Ni8801Co1037Cr3995Al386Mo718Ti491Nb258Fe1618,3.1146784426657335,8.22,26.51803834991393,1.7697933228164808,11.1752,11.1752
173,Ni8857Co1053Cr3955Al386Mo687Ti451Nb205Fe1659,3.114735938963426,8.22,26.19841035543315,1.785961934024665,11.2401,11.2401
174,Ni8837Co1015Cr3911Al376Mo693Ti453Nb241Fe1701,3.1509099771547215,8.22,26.425898155901624,1.7744342212519324,11.3051,11.3051
175,Ni8855Co1039Cr4036Al386Mo710Ti484Nb234Fe1633,3.1586344476689634,8.22,26.458682145462696,1.77278111210625,11.3701,11.3701
176,Ni8838Co1053Cr4048Al395Mo682Ti474Nb225Fe1646,3.1599795869349223,8.22,26.341714786671616,1.7786885197230904,11.4351,11.4351
177,Ni8881Co1085Cr4042Al393Mo697Ti449Nb199Fe1606,3.1604049656504167,8.22,26.14047098809344,1.788913946729554,11.5,11.5
178,Ni8842Co1102Cr4035Al405Mo729Ti482Nb216Fe1559,3.157477665608651,8.22,26.195670345445905,1.786101390490133,11.565,11.565
179,Ni8795Co1095Cr3989Al404Mo707Ti474Nb221Fe1558,3.221721635144325,8.22,26.149928427188907,1.788431643321186,11.63,11.63
180,Ni8923Co1117Cr4015Al410Mo686Ti445Nb168Fe1585,3.2458925447805913,8.22,25.877006759220432,1.8024205086639489,11.695,11.695
181,Ni8755Co1099Cr4024Al415Mo750Ti529Nb226Fe1509,3.2454410588216684,8.22,26.30208846713205,1.7806957874139677,11.7599,11.7599
182,Ni8666Co1106Cr4004Al410Mo758Ti699Nb245Fe1467,3.2451920461600063,8.22,26.386286701163986,1.7764343385744967,11.8249,11.8249
183,Ni8898Co1145Cr3996Al406Mo720Ti467Nb187Fe1522,3.245195464947735,8.22,25.860119636383068,1.8032909151264416,11.8899,11.8899
184,Ni8883Co1134Cr4008Al401Mo713Ti436Nb190Fe1557,3.245200056688921,8.22,25.91052937645087,1.8006943470215167,11.9548,11.9548
